theta1,theta2,x,y
-3.082833683813181,2.177866983750869,-0.14341307423780303,-2.476664084038815
-0.8089498894503357,2.2520205260548822,1.7626533395680164,1.5284370205782647
-0.3498418676857389,-1.9103698732259144,-0.029404793196167844,-3.0003524975068547
2.481834214551114,0.2077123445801865,-4.278946339716693,2.5362730720888598
-2.3167487110541582,-0.23025578758493426,-3.8424809921147247,-3.149386673185921
-1.48463087429582,-0.7153298918985587,-1.5932904497982894,-4.418138584247972
0.9011853349698473,1.7146804181873616,-1.3535160892351978,3.0736519800349544
-2.5140888527759424,1.5067965833261594,-0.01653594023320859,-3.710417673250748
2.0480273080117284,-1.9758376914414562,2.0735437775751255,1.9929211880868727
-1.1165769967902035,0.846834023334389,3.7690401338302,-2.596658798465661
-2.2677634107660354,-0.35468869920910784,-3.88852776920126,-3.021987354479738
1.9893635360551443,-0.6495378880928504,-0.12613593913825305,4.747678406700138
2.287516916629319,0.6187469982581928,-4.2311445355645825,2.2074161788945577
-1.3636816604082573,-0.22736569985554755,0.3505252331448258,-4.95664150273089
0.42496124927248147,-0.8476212187910708,4.558112662896175,-0.4059924331699406
-1.1408015588490281,-2.2302168951133208,-2.0876593239564705,-1.1356806402002306
-1.3142345674210125,-2.106236127204997,-2.3765819639394747,-1.10870470794633
1.840264803799771,1.3532321992619014,-3.5283980802062187,1.7721819271429233
1.048615887059099,0.8592331462715102,0.005421145981030828,4.564667762186929
-0.9865542806750933,1.7667994115451258,3.2353579804022927,0.442100218708835
0.0024787581262208924,2.126662658362772,0.4106438358848252,2.549356558950812
0.2327913292469299,0.6094208128873309,3.9434942975475225,2.6997423689662994
-2.2362817895806915,-0.2891785001650633,-3.683240946882731,-3.306883377051035
0.32605804591135135,0.16963054679538425,4.5335488991127075,2.0675349657540574
-1.182666889328393,0.04190934829794646,2.007633472656523,-4.578085956050768
2.1555399741534815,-1.3850867340433382,1.0488139586259968,3.7570888915971983
0.36798626483099683,-1.955999440542509,1.8144593098676107,-2.2800809018119432
1.408156071532555,0.7129397571317706,-1.2449792538824753,4.530710218426003
0.9421196953205984,0.615732826643066,1.2149801785791643,4.617361602710355
0.998250255612791,-2.8699368798184435,0.19443580520904402,-1.184170416539969
1.3361158505091488,2.8716037388178037,-0.9854897556697606,-0.6808257518956904
0.37321406645278854,2.599778438768068,-1.0951413420383365,1.232627776067356
-0.6857175525387604,2.691202023993279,0.2845470374354957,1.4545471819570133
-0.6568671769276806,-2.1130289764081023,-1.2113192941553401,-2.3108676959841548
-0.1346294650115012,2.2784866953247915,0.3552827839161852,2.252289540177994
-1.45784790830374,2.580500857782881,1.5252958205852603,0.7165031389912877
-2.6723646041437803,-1.8460642199983648,-2.3620741389482527,2.039350070383284
0.371959562017937,-2.3679457214713415,0.6257527387075008,-2.005997954226808
-1.0735020324737379,0.19401711618514383,2.866742777067879,-4.068984836263279
1.2734226315358876,-2.3906536394048357,1.900539802877132,-0.7844531360321052
-0.19981841319564309,0.14923011824936117,4.956367330047672,-0.5486828816820665
-3.0043809994275223,0.7712673541645656,-3.8260400846908373,-2.6392709961633525
2.272769275828934,-0.938468820821976,-0.5885584105081627,4.443634232156725
0.8035947523903069,2.6107639874320796,-1.5008412326571157,0.631523018531024
1.7465268375201184,1.089548624289856,-3.2107294362690277,2.87155754709759
0.9762166887296155,-0.5368133645868829,3.8353381155970534,2.932966721822484
0.18776076646321682,-0.2811748025782177,4.951769586238138,0.09348426083624661
1.540996582965457,-1.5518828847834574,3.0594129014853952,1.9664537805999367
1.1778625017014717,-1.3643281985672324,3.7137973480673123,1.2914182832656924
-0.22752550710051134,2.680350254507073,-0.3676340242668985,1.4556243607064703
0.7277974284408111,-1.2231121830461122,4.132740286966819,-0.09547236824515104
-2.983975152576723,-1.1866231509569547,-3.5222212500234935,2.256428588582289
-1.5534313412586265,-2.5678070913536555,-1.6372218485443513,0.4912015631138009
2.6278536622183717,-2.506450530559616,1.2360928180666415,1.3461894128383398
1.1519720944824696,1.2154410365849522,-1.3316115024418318,3.924524501829994
-2.1925437932288987,-2.9193580613437056,0.0019958746920405446,1.138027991136654
-1.7061295734993769,1.6975193256626353,2.730047759873365,-2.0075432731577902
0.6822745745611187,-0.6789126843869449,4.552263990374734,1.271205737583331
2.023018312487987,-0.5945999735855634,-0.4482381599803456,4.768600881023812
1.390459574615094,-0.9264227495723047,3.0414809312053284,3.3102517578953297
-2.070703505828299,-0.6050659621595962,-3.6390445397923132,-3.1027294091212996
2.4297593269965976,0.2005679136809424,-4.130709345835206,2.774289713322076
1.2738060145650305,-0.9938136700688078,3.4684598777966955,2.741488042604733
-1.651228662456682,2.0493314073104676,2.6047032065722275,-0.8305236620197423
-0.40945126378615093,-2.14650417322713,-0.6654013059432087,-2.454403597217292
0.2247018187279317,-1.147022354944853,3.761638094114672,-1.9453845390897877
1.3939834311152124,-3.064179217763217,0.054078537787148606,-1.01637325749475
-0.7957938135622662,1.4293951639152613,3.817137410526739,0.34731421284870545
-0.31380395081203627,-2.3675702798971434,-0.7855340141987293,-1.9497895455455758
-2.994210998897728,-2.134818755589304,-0.7642452790494765,2.4496632780242287
1.2926569422792813,2.4990910232722054,-1.8388353555608674,0.10720581284016228
1.7654575093981046,-0.13984467669938905,-0.5512354280726107,4.957720383968646
0.20370456558465255,-1.8413762185322524,1.758171273364773,-2.5886966756343757
-0.6041110840936934,-2.503368860450608,-1.3522399453568854,-1.2383797131009258
-2.960506591640581,-0.31560272516625565,-4.940196154480715,0.042138103071552524
-0.9330150673937583,-2.005557840063836,-1.7475578768724795,-2.211721526781303
-0.3020055771585488,-0.021521433608649776,4.753843868978974,-1.5486089060851143
1.6322033506024436,0.9118821094942025,-2.6029586577664525,3.6839803197062455
-2.1227264724682566,1.4461299831381345,1.290461442598053,-3.581456874798514
-2.894240191848518,-0.24338104659081816,-4.939104415061722,-0.5015899390566974
2.5520080380712997,2.0816702170078534,-1.8982318523578934,-1.878680099308897
2.0723297104652048,-1.8262495709865403,1.9480830028568552,2.484504974485283
0.24395401893848057,2.358876892987145,-0.634252963377115,2.022303492560065
-2.8745478739215997,-2.389385867198305,-0.3570992203244141,2.0273839939462532
0.7106829539400028,0.8882213420136367,1.4315202489933203,4.303518081519142
1.2580088130049578,-0.3088376400369621,2.362495392604803,4.341758364172283
-2.758844315372183,-1.923011281191184,-1.9468693485604414,2.2516589776269744
1.2474664635829988,-2.548233028473539,1.4357316305225143,-0.9949234848122663
-0.5274682259392254,-0.21371093444547506,3.941187255998928,-3.032169228123906
-0.45112851228040185,0.830181983076788,4.586957249996399,0.23816104049684117
-0.5645155215583872,-0.9249307246796734,1.9334769474217424,-4.060091856295165
-1.0427245560394534,3.0261462332598903,-0.19530971997083157,1.0206530225283441
3.094598449136405,3.0726076779942906,0.9820539001445523,-0.25320421888677414
-2.754636817729803,-2.48129734040727,-0.35226351039623593,1.8434144386111009
0.02694394380535048,2.2419325616894836,0.07102964596117478,2.3521140472324795
-0.3557377064516203,0.23918582256408172,4.854426171991213,-1.0454285057916781
-1.2604282227977204,-0.10306529599481262,1.228281970017853,-4.840211262848226
-2.3130480583170434,0.8429790752463435,-1.050226766840064,-4.458690611729501
-2.7104257019249522,-1.0293171814375262,-4.29609330904715,0.8534820061585208
-2.700746490560194,1.6491599299779205,-0.3201992420704505,-3.4580444402370394
-0.16352639300966576,0.039758685634215585,4.950370304048851,-0.6959530038841952
0.03261583175169047,0.5380005336546128,4.5236409160241795,1.68567269312512
-1.696993663893204,2.041498139328433,2.5720034878501727,-0.9709044275077081
-1.4121684679650688,-2.1339498769220837,-2.4419406571842335,-0.7941415886302314
-3.0446112164169103,-3.127760549796073,0.9909974093640876,0.13810169768296418
-2.7896917694376153,-3.017378555374392,0.7889083197662901,0.6856234740455593
-2.585512132511481,3.0942487441294633,0.9214205634897958,0.40550007139851396
2.828764838997924,0.23978164853888284,-4.89493417275269,0.8344445442100153
1.266692371683054,0.07999054345518708,1.2656028305731304,4.83320587384238
0.3558028634177468,3.004324175249441,-1.0539144869198023,0.04628881234582327
2.0940188779766675,-0.6065495855369263,-0.7496563722006565,4.722017842360055
0.24303095411979703,-1.5593343488542888,2.696490212613771,-2.4220820087078145
-1.9894399855928795,-1.8059990345299632,-3.1942936765770016,-0.002550470480159772
-0.8800239987086771,1.4607491170716633,3.782460438030976,0.10438264231125882
-2.5260069974325154,-1.8246690307191413,-2.694501401738741,1.6510025225264593
0.3825143998743412,-0.20376347183607013,4.807657755339064,1.2799102849007278
-1.9164746144503415,-1.5294749521393234,-3.5397894483910313,-0.9826525632767225
-0.1183662625883497,2.8913009560261482,-0.8124296463037499,0.8449115394562805
1.2299415030064642,-2.107444836777395,2.5858060210488234,-0.42249867717207845
0.8798367783186123,1.3218229962030783,-0.49497280925132014,3.963825277895761
2.7361805047605356,0.9858120223815616,-4.346610177778202,-0.8562800490364695
1.3004244117257686,0.2327710492604682,0.6469557370865322,4.925222768731912
2.2551639038104767,-1.7963822544356864,1.4254119011701676,2.87820623316784
-2.9333020761971533,-2.480257807682416,-0.021433257882204515,1.8786865833690816
1.4764026399414147,-2.7687530010108348,1.0130925511568116,-0.8933547855659003
0.4259587148616837,1.9691135586944837,-0.3808828025893394,2.863653955217819
-1.4993064052817784,-0.41990679026505395,-0.8813726005319023,-4.814634530481611
-0.265224422863108,-2.99027222006706,-1.0504924573903185,-0.18327815548949572
0.2792529659134524,0.935972047632208,2.9669012294623993,3.36361851917331
1.2682611689414127,1.5751667813358416,-2.27174937499853,2.7904676112904956
1.9135091761934335,-0.6697282973839203,0.29156740382352697,4.724708750240426
0.10173363172932648,-3.0002753930422124,-0.9221655593728333,-0.5188784161835688
1.56207337861823,-1.4758864322589322,3.0063102860702746,2.258164762110444
0.754200292915951,-1.7956539547278916,2.9725369170844615,-1.2200054752092317
-2.836157039255271,-1.2750912588608867,-3.6041827547638605,1.872655689120607
-3.0801148482824368,2.0251902416114307,-0.5163417292562447,-2.7324672904812117
0.1584559213348795,2.7138896740213045,-0.9169701566673467,1.1136044147904158
-0.7535461644303103,-2.1414434980145725,-1.4507076487814297,-2.1007917175510102
2.3560399040112197,-2.152996435371424,1.5243772600022112,2.0193857872830887
2.183344729204456,0.39175081345747476,-3.6812670132888012,3.2464098971501256
-1.7636167497602622,0.20884915330970744,-0.3351714828643459,-4.962549964045912
-2.279857040164616,0.6462285927801688,-1.4906146883816214,-4.512027735113678
0.6418875135665925,-2.124323543832067,1.866670316336588,-1.7908796181828543
1.1907084820071772,-1.981650988027802,2.8515305653478245,-0.27578490864497174
0.23922170161757572,2.9192116478675123,-1.05652922807718,0.4233734278367496
2.7841524576262895,0.20605297042745008,-4.839279485492805,1.152183648739202
-1.4778247646056808,-3.095036591974508,-0.23155066687460812,0.9794828947572598
-1.6640275111415368,-3.081891421269145,-0.08562135359298079,1.0069995310395827
2.2096185641497597,-2.130140515150813,1.7980291482893214,1.8437803161778485
-2.4517304131577857,-2.192677519865907,-1.746453487327232,1.7202086757530013
-2.5646974709808523,0.09324450719631905,-4.027524997926169,-2.9541348900972673
0.43278507359950424,-2.7116454469570273,-0.13549077133999354,-1.4400656838572816
-2.8662465484936575,-0.15602112377512034,-4.903329965326166,-0.9008860889792841
2.5017985733054324,1.4991370149204393,-3.563243268549371,-1.0781805930668833
-2.8553694258971043,-0.7028904998919856,-4.661962494974737,0.6494831011270159
-2.9670648615454565,-1.0389440134407053,-3.9168702375169113,1.9348631702392391
-0.2832349266375185,-1.8386694700513841,0.34941814821094974,-3.11476075643675
1.1309436005537021,-1.1925446491976432,3.8459221944776165,1.6249424765390277
2.7972847273701555,2.864507461650228,0.5565860809989933,-1.0714146702708125
-2.8553803083281695,2.6658294624071646,1.0276267132271812,-1.1298947854956674
-2.9098312844215886,-3.072399387270343,0.9186351547956373,0.42991189998858714
2.3255752654764734,-0.0354010970036609,-3.347005725072898,3.7134935082189644
2.3630083537928437,1.0653837644778177,-4.301279415075382,0.5558929314492072
1.6971747236180192,-1.9468680004856043,2.654880268698904,1.242729467596233
-2.1382019236795693,-1.329662906822641,-3.9166232363330873,-0.7250540069981173
2.6797485867099766,2.752718809836745,0.1878662621134375,-1.364062597399879
-0.3420075959090507,-1.970720672215083,-0.14297347334816957,-2.882251668639859
1.408683347989741,1.6103242974325491,-2.6546799067104887,2.3406115562794287
-0.9599971598977293,2.43953876720499,1.4204289835884398,1.3491376512149613
2.101480320055,-1.5943101746631827,1.6101206915524058,3.182038840925503
0.48806308851344493,-2.9208921744809158,-0.5110162061824057,-1.0148548179280519
-2.732872249717448,1.047118960028163,-2.1793720679509123,-3.7750700807117927
-2.1937593065967746,-1.3776615842053468,-3.894000241297186,-0.37416257286813615
2.700560141555055,-1.4901524323012465,-0.7507090490479287,3.6610263688669282
2.3670424348037304,-1.8807471875694555,1.2227396944325035,2.800850865355932
1.3551038295360653,1.3706252654979876,-2.3162555424906843,3.165596944345525
-1.0981399909286087,-1.3778007890535915,-1.449037140982291,-3.6334401676516124
-0.7232212760039745,0.7392581907282718,4.498969778708262,-1.2754973589071201
0.9281638338667619,-0.43797657759382336,3.8453439085686623,3.013415042157006
-2.8918412766549793,-2.6486839839180787,0.27206912859923005,1.5344235382830667
3.0877768020477347,2.688951412980729,0.6263012277811069,-1.3476666506664399
-2.3025547483935287,3.129906232543635,0.6941255729556928,0.7204228718358172
